claim_id,customer_id,policy_type,claim_amount,claim_status,incident_type,state,adjuster_id,fraud_flag,claim_date
628,2528,Auto,2216.15,Pending,Theft,NV,283,0,2026-05-25 10:28:28.326412
629,1291,Home,47998.94,Denied,Theft,NJ,168,0,2026-05-25 10:28:28.326422
630,3146,Auto,23186.86,Approved,Accident,MH,209,0,2026-05-25 10:28:28.326432
631,1102,Home,39924.74,Denied,Theft,ND,106,0,2026-05-25 10:28:28.326442
632,4509,Life,18599.04,Approved,Accident,LA,147,0,2026-05-25 10:28:28.326452
633,1864,Auto,15233.86,Denied,Flood,NC,272,0,2026-05-25 10:28:28.326461
634,1446,Life,5782.43,Pending,Fire,MN,199,1,2026-05-25 10:28:28.326471
635,4854,Auto,7823.66,Pending,Flood,OK,101,0,2026-05-25 10:28:28.326482
636,4321,Life,46892.71,Denied,Theft,TN,261,0,2026-05-25 10:28:28.326492
637,4135,Home,29361.33,Approved,Accident,IA,231,0,2026-05-25 10:28:28.326501
638,2435,Life,41215.38,Approved,Theft,IL,256,0,2026-05-25 10:28:28.326511
639,1102,Life,33822.58,Pending,Fire,MN,195,1,2026-05-25 10:28:28.326521
640,3920,Home,31137.52,Denied,Fire,VA,277,0,2026-05-25 10:28:28.326531
641,1639,Life,25416.38,Approved,Fire,MA,206,0,2026-05-25 10:28:28.326544
642,4135,Auto,44001.69,Pending,Accident,KY,131,0,2026-05-25 10:28:28.326554
643,1345,Auto,6011.59,Pending,Flood,NH,229,0,2026-05-25 10:28:28.326564
644,3587,Life,21961.59,Pending,Fire,NC,237,0,2026-05-25 10:28:28.326574
645,4279,Auto,32367.39,Approved,Fire,MP,111,0,2026-05-25 10:28:28.326584
646,1275,Home,45635.22,Denied,Flood,IL,141,0,2026-05-25 10:28:28.326593
647,1944,Life,22212.98,Denied,Flood,NV,133,0,2026-05-25 10:28:28.326603
648,3502,Life,30835.4,Approved,Fire,OK,143,1,2026-05-25 10:28:28.326613
649,4731,Auto,49561.98,Denied,Flood,GU,175,0,2026-05-25 10:28:28.326624
650,3072,Life,43531.85,Denied,Theft,HI,213,0,2026-05-25 10:28:28.326633
651,2155,Auto,44993.52,Pending,Theft,AS,102,0,2026-05-25 10:28:28.326646
652,2914,Auto,21174.24,Pending,Flood,DE,110,0,2026-05-25 10:28:28.326656
653,4966,Life,34427.71,Pending,Flood,GU,291,0,2026-05-25 10:28:28.326666
654,2529,Auto,5926.35,Approved,Theft,MD,196,0,2026-05-25 10:28:28.326676
655,2262,Auto,22832.8,Pending,Fire,NY,216,1,2026-05-25 10:28:28.326686
656,1420,Life,25654.92,Approved,Fire,NH,204,0,2026-05-25 10:28:28.326696
657,3745,Life,5035.39,Approved,Flood,OK,120,1,2026-05-25 10:28:28.326705
658,4418,Life,4058.38,Approved,Accident,WA,185,1,2026-05-25 10:28:28.326715
659,3620,Life,45219.96,Pending,Theft,TN,118,0,2026-05-25 10:28:28.326724
660,3248,Auto,8287.92,Approved,Theft,IN,120,0,2026-05-25 10:28:28.326734
661,1076,Life,8196.04,Approved,Flood,KY,157,1,2026-05-25 10:28:28.326748
662,2067,Life,5822.34,Pending,Flood,CT,293,0,2026-05-25 10:28:28.326759
663,3819,Auto,38559.92,Pending,Fire,NE,102,0,2026-05-25 10:28:28.326772
664,2085,Home,13667.74,Pending,Flood,AK,223,0,2026-05-25 10:28:28.326819
665,2554,Life,49203.1,Approved,Theft,SD,289,0,2026-05-25 10:28:28.326851
666,4418,Auto,46228.97,Pending,Flood,KS,110,1,2026-05-25 10:28:28.326867
667,1473,Home,2707.81,Pending,Accident,FL,279,1,2026-05-25 10:28:28.326880
668,1877,Home,45270.18,Denied,Fire,LA,151,0,2026-05-25 10:28:28.326891
669,1237,Auto,16452.05,Approved,Flood,MI,117,0,2026-05-25 10:28:28.326902
670,1244,Home,6713.26,Pending,Accident,KY,132,0,2026-05-25 10:28:28.326912
671,1534,Life,39291.56,Denied,Accident,OH,226,0,2026-05-25 10:28:28.326922
672,4300,Auto,7241.31,Approved,Accident,IA,264,0,2026-05-25 10:28:28.326933
673,1217,Auto,26228.92,Denied,Flood,ND,158,0,2026-05-25 10:28:28.326943
674,3371,Home,35902.82,Approved,Accident,MH,174,0,2026-05-25 10:28:28.326955
675,2060,Home,11098.25,Denied,Accident,IA,131,1,2026-05-25 10:28:28.326965
676,4006,Auto,15633.42,Approved,Flood,IL,156,1,2026-05-25 10:28:28.326975
677,4662,Life,1827.51,Denied,Flood,NJ,124,0,2026-05-25 10:28:28.326985
678,2673,Home,46225.87,Denied,Flood,HI,244,0,2026-05-25 10:28:28.326996
679,1675,Home,11612.06,Pending,Fire,NE,143,0,2026-05-25 10:28:28.327020
680,3773,Auto,27934.84,Approved,Fire,WA,200,1,2026-05-25 10:28:28.327076
681,4719,Home,17737.25,Pending,Theft,OH,181,0,2026-05-25 10:28:28.327094
682,4093,Life,5584.76,Denied,Flood,HI,284,0,2026-05-25 10:28:28.327107
683,4121,Auto,7392.69,Denied,Fire,MS,102,0,2026-05-25 10:28:28.327119
684,2102,Life,40009.65,Pending,Fire,ME,111,0,2026-05-25 10:28:28.327130
685,1952,Auto,47670.32,Denied,Flood,NJ,174,0,2026-05-25 10:28:28.327139
686,3978,Home,34115.12,Approved,Theft,NY,131,1,2026-05-25 10:28:28.327150
687,1809,Auto,44768.66,Pending,Flood,VI,154,0,2026-05-25 10:28:28.327160
688,2072,Home,39255.15,Denied,Theft,ID,103,1,2026-05-25 10:28:28.327170
689,4067,Auto,41795.48,Approved,Accident,FL,180,1,2026-05-25 10:28:28.327199
690,4556,Life,44248.77,Denied,Theft,MI,238,0,2026-05-25 10:28:28.327212
691,2168,Life,4169.26,Approved,Accident,TX,135,0,2026-05-25 10:28:28.327222
692,2320,Home,22566.82,Pending,Theft,OK,212,0,2026-05-25 10:28:28.327233
693,2906,Home,38869.78,Pending,Accident,DE,110,0,2026-05-25 10:28:28.327243
694,4392,Auto,35137.9,Pending,Accident,ID,251,0,2026-05-25 10:28:28.327253
695,1331,Life,43219.61,Denied,Theft,IA,127,1,2026-05-25 10:28:28.327263
696,3776,Auto,34433.68,Pending,Flood,ID,101,0,2026-05-25 10:28:28.327273
697,3802,Home,15095.12,Denied,Accident,VI,206,0,2026-05-25 10:28:28.327284
698,4766,Auto,38552.77,Approved,Flood,ID,298,0,2026-05-25 10:28:28.327294
699,2647,Life,33973.53,Approved,Flood,NJ,262,0,2026-05-25 10:28:28.327305
700,3551,Life,15254.69,Denied,Fire,FL,106,1,2026-05-25 10:28:28.327318
701,2291,Auto,7358.25,Denied,Flood,IN,273,1,2026-05-25 10:28:28.327328
702,2271,Life,7288.7,Pending,Theft,LA,117,0,2026-05-25 10:28:28.327339
703,2665,Home,19598.95,Approved,Accident,AS,113,1,2026-05-25 10:28:28.327352
704,4504,Home,5765.41,Denied,Accident,ME,156,0,2026-05-25 10:28:28.327363
705,2110,Life,10969.24,Approved,Theft,NE,123,1,2026-05-25 10:28:28.327373
706,1043,Life,6025.2,Pending,Fire,DC,204,0,2026-05-25 10:28:28.327383
707,2544,Life,48692.91,Pending,Flood,TX,166,1,2026-05-25 10:28:28.327393
708,1656,Life,15385.25,Approved,Fire,PW,278,0,2026-05-25 10:28:28.327403
709,2441,Auto,4883.88,Approved,Accident,VT,232,0,2026-05-25 10:28:28.327413
710,3351,Life,37369.26,Approved,Theft,MS,217,0,2026-05-25 10:28:28.327423
711,1389,Auto,41082.19,Pending,Flood,PW,239,0,2026-05-25 10:28:28.327433
712,3508,Home,8235.76,Approved,Flood,MP,263,1,2026-05-25 10:28:28.327443
713,1542,Home,18909.65,Denied,Accident,MS,282,0,2026-05-25 10:28:28.327453
714,1323,Auto,36112.75,Approved,Flood,GU,149,0,2026-05-25 10:28:28.327464
715,2136,Life,42251.75,Pending,Flood,MI,192,0,2026-05-25 10:28:28.327479
716,1825,Life,21356.53,Approved,Flood,GU,276,1,2026-05-25 10:28:28.327493
717,4559,Life,19155.08,Pending,Flood,CO,255,0,2026-05-25 10:28:28.327505
718,4839,Life,19086.92,Denied,Flood,UT,224,0,2026-05-25 10:28:28.327517
719,4653,Life,31958.65,Denied,Accident,NE,109,1,2026-05-25 10:28:28.327531
720,3370,Auto,31239.91,Denied,Fire,NJ,166,0,2026-05-25 10:28:28.327541
721,4892,Auto,38603.03,Pending,Theft,OK,270,1,2026-05-25 10:28:28.327551
722,3541,Home,35383.61,Approved,Flood,GU,109,0,2026-05-25 10:28:28.327561
723,2743,Home,21360.7,Denied,Theft,RI,149,0,2026-05-25 10:28:28.327571
724,1611,Life,40363.37,Denied,Theft,AK,256,1,2026-05-25 10:28:28.327580
725,1400,Life,18972.04,Approved,Theft,ND,282,0,2026-05-25 10:28:28.327590
726,2076,Home,26931.11,Denied,Fire,HI,125,0,2026-05-25 10:28:28.327600
727,4495,Life,5304.57,Pending,Fire,WY,202,0,2026-05-25 10:28:28.327609
728,3981,Home,26014.55,Pending,Accident,AR,281,0,2026-05-25 10:28:28.327619
729,3464,Life,33257.54,Pending,Theft,WA,129,0,2026-05-25 10:28:28.327630
730,4700,Home,23026.55,Denied,Accident,WV,176,0,2026-05-25 10:28:28.327640
731,1120,Auto,17096.21,Denied,Fire,MA,224,1,2026-05-25 10:28:28.327650
732,4155,Life,32542.75,Approved,Theft,ME,264,0,2026-05-25 10:28:28.327659
733,3270,Home,28603.39,Denied,Accident,NM,125,0,2026-05-25 10:28:28.327670
734,4207,Home,25040.07,Pending,Fire,MI,168,0,2026-05-25 10:28:28.327686
735,3055,Auto,43708.82,Approved,Fire,IA,151,0,2026-05-25 10:28:28.327696
736,1948,Home,19188.49,Approved,Theft,KY,224,1,2026-05-25 10:28:28.327720
737,1173,Life,14985.43,Denied,Fire,IN,175,1,2026-05-25 10:28:28.327728
738,4478,Life,41932.84,Pending,Flood,SC,188,0,2026-05-25 10:28:28.327737
739,3496,Life,40218.68,Denied,Fire,GA,285,1,2026-05-25 10:28:28.327748
740,2517,Home,9514.06,Denied,Theft,WY,121,1,2026-05-25 10:28:28.327757
741,4829,Life,34258.21,Approved,Accident,KY,252,1,2026-05-25 10:28:28.327765
742,4084,Life,34762.86,Denied,Fire,MI,251,0,2026-05-25 10:28:28.327773
743,1966,Auto,35882.48,Approved,Theft,AK,262,0,2026-05-25 10:28:28.327784
744,3431,Home,6936.02,Pending,Theft,NM,297,0,2026-05-25 10:28:28.327792
745,4101,Auto,25596.98,Pending,Flood,ND,106,1,2026-05-25 10:28:28.327801
746,3301,Home,29072.33,Denied,Fire,AZ,218,0,2026-05-25 10:28:28.327810
747,4053,Life,4551.09,Approved,Fire,CT,223,0,2026-05-25 10:28:28.327818
748,3851,Life,47577.73,Denied,Flood,MH,249,0,2026-05-25 10:28:28.327826
749,3316,Auto,22597.9,Denied,Flood,ID,266,0,2026-05-25 10:28:28.327835
750,3189,Home,11442.52,Denied,Accident,OR,139,0,2026-05-25 10:28:28.327843
751,2923,Auto,30478.49,Denied,Fire,MT,276,0,2026-05-25 10:28:28.327852
752,4298,Auto,1051.2,Denied,Flood,HI,100,0,2026-05-25 10:28:28.327860
753,1879,Life,4970.77,Denied,Accident,NM,184,0,2026-05-25 10:28:28.327868
754,1631,Home,16822.14,Approved,Theft,MI,181,0,2026-05-25 10:28:28.327876
755,2828,Life,12472.34,Pending,Flood,AL,199,1,2026-05-25 10:28:28.327884
756,2610,Home,18496.64,Denied,Flood,SD,196,0,2026-05-25 10:28:28.327892
757,3889,Auto,30200.13,Pending,Theft,WV,185,0,2026-05-25 10:28:28.327900
758,3260,Auto,48969.03,Denied,Accident,DC,250,0,2026-05-25 10:28:28.327911
759,4800,Life,5067.58,Approved,Theft,NY,127,0,2026-05-25 10:28:28.327919
760,2394,Life,40335.2,Approved,Theft,MN,213,1,2026-05-25 10:28:28.327927
761,3526,Auto,43525.47,Approved,Theft,WV,279,0,2026-05-25 10:28:28.327935
762,2888,Life,41207.76,Denied,Accident,KS,115,0,2026-05-25 10:28:28.327945
763,4585,Home,26490.76,Denied,Theft,OH,130,0,2026-05-25 10:28:28.327953
764,1845,Life,20619.99,Pending,Accident,CO,136,0,2026-05-25 10:28:28.327961
765,1910,Home,47799.69,Pending,Theft,IN,113,1,2026-05-25 10:28:28.327969
766,2959,Life,46769.89,Approved,Flood,ME,166,0,2026-05-25 10:28:28.327977
767,2913,Auto,14127.85,Pending,Theft,DE,258,0,2026-05-25 10:28:28.327986
768,2282,Life,8532.27,Pending,Fire,NC,227,1,2026-05-25 10:28:28.327994
769,3275,Life,8898.16,Denied,Theft,RI,258,1,2026-05-25 10:28:28.328002
770,2529,Home,6946.73,Approved,Flood,WV,167,0,2026-05-25 10:28:28.328010
771,4855,Auto,5850.0,Denied,Theft,IL,251,0,2026-05-25 10:28:28.328018
772,2939,Home,11084.48,Approved,Fire,MN,286,0,2026-05-25 10:28:28.328029
773,1125,Home,38932.62,Denied,Flood,DC,191,0,2026-05-25 10:28:28.328038
774,2320,Auto,34876.57,Denied,Fire,MO,299,0,2026-05-25 10:28:28.328046
775,2365,Home,48262.2,Denied,Flood,MD,233,0,2026-05-25 10:28:28.328054
776,2017,Auto,15805.1,Approved,Flood,MS,203,0,2026-05-25 10:28:28.328062
777,4840,Auto,33363.56,Pending,Flood,MD,173,1,2026-05-25 10:28:28.328070
778,1819,Life,19929.88,Denied,Accident,VT,295,0,2026-05-25 10:28:28.328081
779,2641,Life,16346.35,Denied,Accident,ID,252,0,2026-05-25 10:28:28.328094
780,2432,Life,8866.05,Pending,Flood,ND,293,1,2026-05-25 10:28:28.328104
781,4509,Life,6670.2,Approved,Accident,FM,216,0,2026-05-25 10:28:28.328114
782,2940,Home,48465.85,Denied,Fire,PW,230,0,2026-05-25 10:28:28.328127
783,3096,Auto,44753.85,Approved,Theft,AK,115,1,2026-05-25 10:28:28.328137
784,4740,Auto,39346.63,Pending,Fire,TX,277,0,2026-05-25 10:28:28.328145
785,3286,Home,18953.08,Pending,Flood,NM,118,1,2026-05-25 10:28:28.328154
786,2502,Home,11556.43,Approved,Fire,MD,289,0,2026-05-25 10:28:28.328162
787,1741,Life,24189.23,Denied,Flood,MI,188,0,2026-05-25 10:28:28.328171
788,1472,Home,42144.23,Approved,Theft,WA,297,0,2026-05-25 10:28:28.328179
789,3651,Life,40559.12,Approved,Flood,CO,198,0,2026-05-25 10:28:28.328187
790,4616,Auto,35244.0,Denied,Fire,ND,119,0,2026-05-25 10:28:28.328196
791,4717,Life,33457.48,Pending,Accident,HI,275,0,2026-05-25 10:28:28.328204
792,2736,Home,24109.34,Pending,Flood,WV,231,0,2026-05-25 10:28:28.328212
793,2026,Auto,29390.68,Approved,Fire,AR,125,0,2026-05-25 10:28:28.328220
794,3255,Life,15392.31,Pending,Flood,NE,275,1,2026-05-25 10:28:28.328229
795,3272,Life,7017.88,Approved,Accident,GU,214,0,2026-05-25 10:28:28.328237
796,2116,Life,49136.0,Denied,Theft,MN,254,0,2026-05-25 10:28:28.328246
797,3353,Auto,41129.09,Approved,Theft,ND,167,0,2026-05-25 10:28:28.328257
798,1484,Home,24654.3,Denied,Flood,GU,173,0,2026-05-25 10:28:28.328265
799,3794,Home,48476.18,Pending,Flood,SD,139,0,2026-05-25 10:28:28.328274
800,1479,Home,11751.66,Pending,Accident,LA,132,0,2026-05-25 10:28:28.328282
801,1448,Auto,44371.37,Approved,Fire,GA,246,0,2026-05-25 10:28:28.328290
802,4090,Auto,37209.92,Approved,Fire,MI,265,1,2026-05-25 10:28:28.328298
803,4488,Life,1911.05,Denied,Fire,CA,178,0,2026-05-25 10:28:28.328306
804,2684,Home,12796.94,Approved,Flood,VA,132,0,2026-05-25 10:28:28.328315
805,3160,Home,18487.5,Approved,Theft,CA,110,0,2026-05-25 10:28:28.328323
806,2512,Auto,21709.04,Denied,Accident,NJ,295,1,2026-05-25 10:28:28.328331
807,1805,Life,17597.27,Approved,Fire,CT,237,0,2026-05-25 10:28:28.328339
808,4124,Auto,30550.69,Denied,Flood,ID,240,0,2026-05-25 10:28:28.328347
809,4564,Life,3243.79,Denied,Fire,RI,282,0,2026-05-25 10:28:28.328356
810,1722,Home,25333.58,Pending,Flood,OR,279,1,2026-05-25 10:28:28.328364
811,4323,Home,39078.92,Approved,Flood,FL,133,0,2026-05-25 10:28:28.328372
812,2066,Life,33428.46,Pending,Flood,FL,287,0,2026-05-25 10:28:28.328381
813,3393,Life,31682.11,Pending,Accident,NY,210,0,2026-05-25 10:28:28.328389
814,3365,Auto,31346.64,Pending,Theft,UT,215,0,2026-05-25 10:28:28.328397
815,3472,Auto,36269.06,Pending,Theft,TX,203,0,2026-05-25 10:28:28.328405
816,3702,Home,48008.64,Approved,Fire,MD,216,0,2026-05-25 10:28:28.328413
817,3944,Life,37530.53,Denied,Accident,LA,111,0,2026-05-25 10:28:28.328424
818,3862,Life,24858.29,Approved,Fire,MA,192,1,2026-05-25 10:28:28.328433
819,2019,Home,40845.28,Pending,Fire,MN,108,0,2026-05-25 10:28:28.328441
820,1873,Home,15363.24,Denied,Theft,MA,264,0,2026-05-25 10:28:28.328449
821,1560,Home,2939.03,Approved,Accident,MH,165,1,2026-05-25 10:28:28.328461
822,1042,Life,45901.35,Pending,Flood,ME,282,0,2026-05-25 10:28:28.328469
823,3131,Life,18838.26,Denied,Accident,ND,262,0,2026-05-25 10:28:28.328477
824,3797,Life,12803.21,Denied,Flood,KY,232,0,2026-05-25 10:28:28.328486
825,1103,Life,12405.4,Denied,Theft,HI,105,0,2026-05-25 10:28:28.328494
826,2005,Home,11869.38,Pending,Theft,NY,264,1,2026-05-25 10:28:28.328502
827,3402,Home,22872.97,Pending,Flood,AR,172,0,2026-05-25 10:28:28.328510
828,1144,Auto,15975.59,Approved,Accident,CO,104,1,2026-05-25 10:28:28.328518
829,1973,Home,5334.78,Pending,Theft,HI,134,0,2026-05-25 10:28:28.328526
830,3331,Auto,8763.4,Approved,Flood,AK,144,1,2026-05-25 10:28:28.328534
831,3618,Life,28459.33,Pending,Theft,AR,134,0,2026-05-25 10:28:28.328542
832,2023,Auto,22648.44,Denied,Fire,GA,163,0,2026-05-25 10:28:28.328550
833,2838,Life,35997.69,Pending,Fire,WI,164,0,2026-05-25 10:28:28.328559
834,2884,Auto,45095.33,Denied,Flood,GA,190,0,2026-05-25 10:28:28.328567
835,3233,Auto,5608.38,Pending,Theft,DC,231,0,2026-05-25 10:28:28.328575
836,1403,Home,17640.05,Pending,Theft,MP,225,0,2026-05-25 10:28:28.328586
837,2196,Auto,22807.33,Approved,Accident,WA,284,1,2026-05-25 10:28:28.328595
838,4773,Life,30429.26,Approved,Fire,MD,162,0,2026-05-25 10:28:28.328603
839,3312,Auto,49797.09,Pending,Fire,MI,159,0,2026-05-25 10:28:28.328611
840,1861,Home,14309.15,Pending,Accident,VT,202,0,2026-05-25 10:28:28.328620
841,4911,Life,22036.89,Denied,Flood,WI,153,0,2026-05-25 10:28:28.328628
842,4654,Home,29172.39,Denied,Theft,GU,104,1,2026-05-25 10:28:28.328637
843,1670,Home,29922.89,Approved,Accident,IN,187,0,2026-05-25 10:28:28.328645
844,2968,Auto,28787.36,Denied,Flood,ID,175,0,2026-05-25 10:28:28.328656
845,4945,Life,22347.5,Denied,Accident,ME,225,0,2026-05-25 10:28:28.328665
846,2358,Home,13744.17,Pending,Accident,NE,263,1,2026-05-25 10:28:28.328674
847,2253,Auto,2437.82,Pending,Accident,ID,129,0,2026-05-25 10:28:28.328682
848,2133,Life,19991.54,Approved,Flood,AZ,152,0,2026-05-25 10:28:28.328691
849,4851,Home,15583.73,Denied,Fire,LA,168,0,2026-05-25 10:28:28.328699
850,4623,Life,29523.37,Denied,Flood,WI,113,0,2026-05-25 10:28:28.328707
851,1601,Home,21778.4,Denied,Fire,KY,206,0,2026-05-25 10:28:28.328715
852,4159,Life,28913.44,Pending,Fire,AZ,168,0,2026-05-25 10:28:28.328724
853,1131,Auto,35591.55,Denied,Flood,OH,166,0,2026-05-25 10:28:28.328731
854,2447,Life,14991.38,Approved,Accident,TN,146,0,2026-05-25 10:28:28.328739
855,1086,Life,32522.06,Denied,Flood,IN,177,1,2026-05-25 10:28:28.328748
856,3631,Home,17927.85,Pending,Flood,AS,190,0,2026-05-25 10:28:28.328759
857,1643,Home,31476.23,Approved,Theft,IL,169,0,2026-05-25 10:28:28.328770
858,3363,Auto,5097.77,Denied,Fire,CT,279,1,2026-05-25 10:28:28.328779
859,2290,Auto,8790.03,Pending,Fire,KS,191,0,2026-05-25 10:28:28.328787
860,3497,Home,42702.82,Approved,Fire,SD,279,0,2026-05-25 10:28:28.328796
861,2573,Life,22432.65,Approved,Theft,CA,291,0,2026-05-25 10:28:28.328807
862,1596,Home,18718.08,Denied,Theft,HI,139,0,2026-05-25 10:28:28.328816
863,2470,Auto,3703.11,Approved,Flood,MN,239,0,2026-05-25 10:28:28.328825
864,2653,Auto,45726.45,Denied,Theft,WV,213,1,2026-05-25 10:28:28.328833
865,1202,Life,28668.71,Pending,Fire,SD,179,1,2026-05-25 10:28:28.328842
866,1097,Auto,19698.14,Approved,Theft,KY,204,1,2026-05-25 10:28:28.328874
867,4577,Life,16296.79,Approved,Theft,NY,246,0,2026-05-25 10:28:28.328904
868,4640,Auto,34421.77,Denied,Fire,MN,155,0,2026-05-25 10:28:28.328918
869,1639,Life,15741.16,Denied,Flood,OH,274,0,2026-05-25 10:28:28.328928
870,3261,Life,36944.42,Denied,Flood,RI,128,0,2026-05-25 10:28:28.328937
871,2828,Home,45421.13,Approved,Accident,WA,128,0,2026-05-25 10:28:28.328946
872,1694,Home,40908.99,Pending,Flood,SC,120,0,2026-05-25 10:28:28.328956
873,2817,Home,24436.0,Denied,Theft,FL,160,0,2026-05-25 10:28:28.328964
874,3609,Auto,20852.5,Approved,Fire,TX,157,0,2026-05-25 10:28:28.328973
875,3868,Auto,2821.22,Denied,Fire,NH,184,0,2026-05-25 10:28:28.328987
876,1382,Life,7485.88,Denied,Flood,NC,193,0,2026-05-25 10:28:28.328995
877,4930,Home,49516.4,Approved,Fire,AZ,116,0,2026-05-25 10:28:28.329004
878,2120,Auto,26283.1,Pending,Fire,NJ,190,0,2026-05-25 10:28:28.329013
879,4729,Auto,2248.63,Approved,Theft,RI,220,0,2026-05-25 10:28:28.329021
880,1814,Life,13521.7,Denied,Flood,WA,229,0,2026-05-25 10:28:28.329029
881,1575,Home,16641.73,Denied,Flood,CT,296,1,2026-05-25 10:28:28.329038
882,2074,Auto,3078.93,Approved,Theft,UT,190,0,2026-05-25 10:28:28.329046
883,4828,Auto,39740.26,Approved,Fire,WY,294,0,2026-05-25 10:28:28.329055
884,2446,Auto,45369.16,Denied,Theft,NH,189,0,2026-05-25 10:28:28.329063
885,4306,Auto,13357.51,Approved,Accident,WV,236,1,2026-05-25 10:28:28.329072
886,3706,Life,46520.3,Pending,Flood,CT,285,0,2026-05-25 10:28:28.329080
887,3783,Home,39271.28,Approved,Accident,NV,163,0,2026-05-25 10:28:28.329089
888,3156,Auto,28631.98,Approved,Fire,NH,227,0,2026-05-25 10:28:28.329098
889,3296,Auto,40393.79,Denied,Theft,SD,195,1,2026-05-25 10:28:28.329106
890,4473,Home,40631.2,Approved,Theft,RI,211,0,2026-05-25 10:28:28.329115
891,1010,Life,11056.57,Pending,Flood,AS,152,0,2026-05-25 10:28:28.329123
892,3113,Auto,33987.98,Approved,Flood,ID,191,0,2026-05-25 10:28:28.329132
893,1081,Life,9079.75,Denied,Fire,MH,236,0,2026-05-25 10:28:28.329140
894,4777,Home,15248.2,Approved,Theft,GU,146,0,2026-05-25 10:28:28.329149
895,4476,Auto,24269.86,Denied,Flood,AR,142,0,2026-05-25 10:28:28.329160
896,3761,Home,18406.99,Denied,Flood,GU,208,0,2026-05-25 10:28:28.329169
897,3250,Life,38980.62,Denied,Accident,VI,231,0,2026-05-25 10:28:28.329177
898,3417,Life,31072.18,Approved,Flood,MD,255,0,2026-05-25 10:28:28.329186
899,4148,Home,38561.15,Denied,Theft,NV,198,0,2026-05-25 10:28:28.329194
900,4758,Auto,47085.22,Pending,Fire,MN,135,0,2026-05-25 10:28:28.329202
901,2956,Life,26357.07,Approved,Flood,WI,208,0,2026-05-25 10:28:28.329210
902,3394,Home,18638.39,Pending,Theft,VI,252,0,2026-05-25 10:28:28.329223
903,4195,Auto,16964.84,Pending,Accident,UT,217,0,2026-05-25 10:28:28.329235
904,4904,Life,35285.25,Approved,Flood,DC,286,1,2026-05-25 10:28:28.329245
905,3324,Life,45144.25,Pending,Theft,NJ,108,1,2026-05-25 10:28:28.329255
906,4235,Life,32046.33,Denied,Theft,ME,124,0,2026-05-25 10:28:28.329267
907,4002,Life,11082.89,Pending,Fire,CT,131,0,2026-05-25 10:28:28.329277
908,1567,Life,17695.99,Denied,Flood,MT,195,1,2026-05-25 10:28:28.329287
909,4185,Life,39332.32,Pending,Theft,PR,249,0,2026-05-25 10:28:28.329296
910,2638,Life,29599.08,Pending,Theft,MD,189,0,2026-05-25 10:28:28.329306
911,2205,Life,32903.89,Pending,Accident,RI,226,0,2026-05-25 10:28:28.329316
912,2722,Auto,8745.43,Pending,Theft,IL,104,0,2026-05-25 10:28:28.329326
913,3793,Auto,18533.53,Pending,Accident,NH,267,0,2026-05-25 10:28:28.329336
914,1984,Auto,1418.7,Approved,Theft,DC,195,0,2026-05-25 10:28:28.329349
915,3478,Life,4880.6,Denied,Theft,NY,177,0,2026-05-25 10:28:28.329358
916,4073,Auto,10470.56,Pending,Theft,MO,126,0,2026-05-25 10:28:28.329367
917,3359,Home,10624.62,Denied,Accident,FL,163,0,2026-05-25 10:28:28.329375
918,2236,Auto,2405.65,Approved,Fire,OR,190,0,2026-05-25 10:28:28.329383
919,1453,Home,35119.11,Approved,Fire,NE,258,1,2026-05-25 10:28:28.329392
920,3168,Auto,43622.19,Pending,Theft,MH,259,0,2026-05-25 10:28:28.329401
921,2607,Auto,27895.4,Approved,Fire,WV,232,1,2026-05-25 10:28:28.329409
922,4631,Life,28650.79,Approved,Fire,TX,275,0,2026-05-25 10:28:28.329418
923,4460,Life,31502.96,Pending,Fire,MO,120,1,2026-05-25 10:28:28.329426
924,2918,Auto,1011.54,Approved,Theft,ME,189,0,2026-05-25 10:28:28.329434
925,4407,Life,44239.39,Pending,Accident,CT,107,1,2026-05-25 10:28:28.329443
926,4886,Home,26461.32,Pending,Theft,PR,159,0,2026-05-25 10:28:28.329451
927,4650,Life,7346.32,Approved,Flood,CO,171,1,2026-05-25 10:28:28.329459
928,2920,Life,34211.28,Denied,Theft,ID,164,1,2026-05-25 10:28:28.329468
929,2824,Life,19032.59,Approved,Theft,MT,143,0,2026-05-25 10:28:28.329476
930,1522,Home,23125.13,Approved,Flood,DE,139,0,2026-05-25 10:28:28.329484
931,1907,Auto,23533.01,Denied,Accident,AS,115,1,2026-05-25 10:28:28.329492
932,3757,Life,12609.41,Approved,Fire,ID,210,0,2026-05-25 10:28:28.329501
933,4607,Home,44760.88,Pending,Fire,WI,113,1,2026-05-25 10:28:28.329509
934,3904,Auto,35608.09,Approved,Fire,VA,269,1,2026-05-25 10:28:28.329520
935,4744,Home,49419.1,Approved,Flood,MO,186,0,2026-05-25 10:28:28.329529
936,3913,Life,11455.34,Denied,Flood,PR,160,0,2026-05-25 10:28:28.329537
937,1449,Life,48799.98,Denied,Flood,MD,169,1,2026-05-25 10:28:28.329546
938,4827,Auto,17781.04,Denied,Accident,TN,135,0,2026-05-25 10:28:28.329554
939,3426,Life,31628.57,Approved,Fire,VT,143,0,2026-05-25 10:28:28.329563
940,4786,Life,19241.41,Approved,Accident,NY,100,0,2026-05-25 10:28:28.329571
941,1917,Auto,38874.67,Approved,Theft,OR,292,0,2026-05-25 10:28:28.329579
